# Generated from Yale Bright Star Catalog / NASA HEASARC BSC5. Columns: hr,ra_hours,dec_deg,visual_magnitude
2696,7.194250000,39.320555556,4.90
2930,7.652750000,34.584166667,4.90
4549,11.864222222,-65.206111111,4.90
4894,12.888277778,21.245000000,4.90
4924,13.004583333,30.785000000,4.90
6200,16.645805556,48.928333333,4.90
7032,18.725361111,-8.275277778,4.90
7424,19.586944444,-48.099166667,4.90
7965,20.832805556,-33.779722222,4.90
8255,21.579611111,38.534166667,4.90
8717,22.920472222,8.815833333,4.90
788,2.704138889,40.193888889,4.91
1437,4.531305556,-0.043888889,4.91
1621,5.023777778,-20.051944444,4.91
1963,5.707944444,1.474722222,4.91
2010,5.825805556,12.651111111,4.91
2289,6.414972222,49.288055556,4.91
4171,10.643055556,-16.876666667,4.91
4523,11.775305556,-40.500555556,4.91
4583,11.993694444,-78.221944444,4.91
4874,12.844777778,-33.999444444,4.91
5201,13.828555556,21.264166667,4.91
5301,14.180694444,-16.301944444,4.91
5303,14.303833333,-81.007777778,4.91
5660,15.243694444,-31.519166667,4.91
6098,16.474472222,-70.084444444,4.91
6355,17.089638889,12.740833333,4.91
7831,20.494166667,-2.885555556,4.91
7939,20.747916667,25.270555556,4.91
8383,21.944194444,63.625555556,4.91
8926,23.500555556,58.548888889,4.91
2701,7.170472222,-4.237222222,4.92
3582,8.949555556,-59.229444444,4.92
4989,13.237444444,-59.103333333,4.92
4997,13.228611111,40.152777778,4.92
5371,14.376944444,-58.459444444,4.92
5489,14.749777778,-35.191944444,4.92
5586,15.016222222,-8.518888889,4.92
5985,16.090694444,-19.801944444,4.92
7137,18.887111111,50.708333333,4.92
7619,19.927166667,52.438888889,4.92
7956,20.786333333,34.374166667,4.92
8447,22.169111111,-32.548333333,4.92
882,2.984361111,35.183055556,4.93
1302,4.180722222,-41.993611111,4.93
1343,4.340166667,34.566666667,4.93
2148,6.083083333,-16.484444444,4.93
2462,6.643777778,-48.220277778,4.93
2672,7.064916667,-49.583888889,4.93
3122,7.995583333,-3.679722222,4.93
3520,8.829916667,-45.308055556,4.93
4142,10.517222222,-73.221666667,4.93
4823,12.699055556,-59.685833333,4.93
4931,13.012166667,56.366388889,4.93
5634,15.121694444,24.869166667,4.93
7192,19.000250000,32.145555556,4.93
7226,19.106972222,-37.063333333,4.93
7708,20.157111111,36.839722222,4.93
8997,23.733194444,29.361666667,4.93
184,0.724472222,47.024722222,4.94
477,1.676333333,40.576944444,4.94
642,2.206194444,30.303055556,4.94
1329,4.287666667,20.578611111,4.94
1592,4.987611111,37.890277778,4.94
1739,5.321277778,22.096388889,4.94
2934,7.594361111,-52.533888889,4.94
2959,7.673111111,-15.263611111,4.94
3149,8.058638889,27.794166667,4.94
3682,9.260194444,-38.570000000,4.94
3862,9.704000000,-23.915555556,4.94
3923,9.914500000,-19.009444444,4.94
4314,11.088861111,-27.293611111,4.94
4499,11.681555556,-62.090000000,4.94
4795,12.578888889,70.021944444,4.94
